0,3.38554382324e-05
100000,0.00991606712341
200000,0.017431974411
300000,0.0273470878601
400000,0.0330281257629
500000,0.0435991287231
600000,0.049859046936
700000,0.0576829910278
800000,0.0641379356384
900000,0.0742871761322
1000000,0.0853931903839
1100000,0.0897221565247
1200000,0.0971369743347
1300000,0.104479074478
1400000,0.111824035645
1500000,0.119154930115
1600000,0.127403974533
1700000,0.136429071426
1800000,0.143734931946
1900000,0.155084848404
2000000,0.165225982666
2100000,0.167871952057
2200000,0.175054073334
2300000,0.182543992996
2400000,0.192077875137
2500000,0.200582027435
2600000,0.205866098404
2700000,0.215778112411
2800000,0.224457979202
2900000,0.235172986984
3000000,0.23930311203
3100000,0.245476007462
3200000,0.255286931992
3300000,0.264081954956
3400000,0.270148992538
3500000,0.276634216309
3600000,0.287935018539
3700000,0.301676034927
3800000,0.305108070374
3900000,0.31720495224
4000000,0.33186507225
4100000,0.331499099731
4200000,0.34543299675
4300000,0.349738836288
4400000,0.357724905014
4500000,0.369063138962
4600000,0.375680923462
4700000,0.382066011429
4800000,0.393612861633
4900000,0.400723934174
5000000,0.40753698349
5100000,0.41415309906
5200000,0.423582077026
5300000,0.433724164963
5400000,0.442440032959
5500000,0.450155973434
5600000,0.457557916641
5700000,0.464854001999
5800000,0.474925041199
5900000,0.48207116127
6000000,0.499819993973
6100000,0.497908115387
6200000,0.505750179291
6300000,0.512784957886
6400000,0.522039175034
6500000,0.530660867691
6600000,0.539312839508
6700000,0.54828286171
6800000,0.55517911911
6900000,0.56397819519
7000000,0.569746017456
7100000,0.580440044403
7200000,0.603661060333
7300000,0.595617771149
7400000,0.60493516922
7500000,0.607922077179
7600000,0.619025945663
7700000,0.62707901001
7800000,0.633365869522
7900000,0.64324593544
8000000,0.649281024933
8100000,0.661132097244
8200000,0.668626070023
8300000,0.67316198349
8400000,0.686475992203
8500000,0.698205947876
8600000,0.699278116226
8700000,0.707455873489
8800000,0.718424797058
8900000,0.724112033844
9000000,0.727761983871
9100000,0.74785399437
9200000,0.752170085907
9300000,0.762510061264
9400000,0.763962984085
9500000,0.771492004395
9600000,0.781280994415
9700000,0.794903993607
9800000,0.799031019211
9900000,0.802658081055
